Date,Facility_ID,Energy_Consumption_kWh,Cooling_Load_kWh,PUE,Temperature_C,Humidity_Percent,Carbon_Emission_kg
2023-02-23,DXB-Edge-02,5730.03,2017.22,1.76,20.1,52.8,2406.61
2023-02-23,SIN-Core-01,8189.49,4865.93,1.34,19.6,47.4,3439.59
2023-02-23,FRA-Core-01,9850.36,5144.12,1.23,23.4,52.2,4137.15
2023-02-23,MUM-Zone-A,5509.19,1801.32,1.82,20.1,53.4,2313.86
2023-02-23,LHR-Core-02,5209.48,2108.63,1.28,23.1,46.8,2187.98
2023-02-24,DXB-Core-01,6535.25,3057.41,1.28,20.8,48.3,2744.81
2023-02-24,DXB-Edge-02,11595.26,6225.59,1.66,22.7,52.0,4870.01
2023-02-24,SIN-Core-01,8578.94,2684.33,1.31,30.0,52.6,3603.15
2023-02-24,FRA-Core-01,9938.43,5044.07,1.34,24.0,48.5,4174.14
2023-02-24,MUM-Zone-A,8376.67,4024.12,1.49,19.6,54.9,3518.2
2023-02-24,LHR-Core-02,10731.42,5628.11,1.26,22.3,52.1,4507.2
2023-02-25,DXB-Core-01,7032.82,3264.61,1.32,24.1,45.8,2953.78
2023-02-25,DXB-Edge-02,10807.67,3444.84,1.57,23.7,47.1,4539.22
2023-02-25,SIN-Core-01,11362.6,6545.31,1.26,19.0,48.8,4772.29
2023-02-25,FRA-Core-01,10662.78,5163.35,1.32,21.7,50.1,4478.37
2023-02-25,MUM-Zone-A,13625.48,5984.75,1.83,24.0,45.2,5722.7
2023-02-25,LHR-Core-02,5235.87,3004.76,1.31,20.7,51.9,2199.07
2023-02-26,DXB-Core-01,8860.01,4315.68,1.21,24.9,54.8,3721.21
2023-02-26,DXB-Edge-02,13140.14,5823.11,1.47,19.9,53.9,5518.86
2023-02-26,SIN-Core-01,6891.96,3667.23,1.22,20.5,48.1,2894.62
2023-02-26,FRA-Core-01,12166.88,6923.62,1.29,33.8,50.3,5110.09
2023-02-26,MUM-Zone-A,12682.86,5614.18,1.61,20.3,48.7,5326.8
2023-02-26,LHR-Core-02,10369.62,5313.74,1.32,23.3,49.3,4355.24
2023-02-27,DXB-Core-01,6556.11,2055.14,1.27,24.6,49.6,2753.57
2023-02-27,DXB-Edge-02,11474.25,5964.6,1.85,20.3,45.9,4819.19
2023-02-27,SIN-Core-01,8237.53,4350.14,1.34,23.4,50.8,3459.76
2023-02-27,FRA-Core-01,10441.25,4679.25,1.21,19.4,46.8,4385.33
2023-02-27,MUM-Zone-A,11132.63,6045.54,1.54,21.1,50.0,4675.7
2023-02-27,LHR-Core-02,8172.87,4067.35,1.34,24.7,46.2,3432.61
2023-02-28,DXB-Core-01,11207.45,3683.92,1.34,24.7,45.1,4707.13
2023-02-28,DXB-Edge-02,14656.95,4701.51,1.66,21.4,50.4,6155.92
2023-02-28,SIN-Core-01,7484.29,2912.87,1.19,19.2,46.5,3143.4
2023-02-28,FRA-Core-01,8552.46,4154.56,1.21,21.8,46.9,3592.03
2023-02-28,MUM-Zone-A,7098.39,3481.45,1.56,21.5,49.9,2981.32
2023-02-28,LHR-Core-02,6060.31,2097.98,1.3,22.9,46.1,2545.33
2023-03-01,DXB-Core-01,7944.72,4047.46,1.26,20.8,48.3,3336.78
2023-03-01,DXB-Edge-02,10114.71,4859.77,1.5,20.3,49.5,4248.18
2023-03-01,SIN-Core-01,13846.59,5095.78,1.18,21.2,51.5,5815.57
2023-03-01,FRA-Core-01,8981.67,2957.5,1.23,20.9,52.5,3772.3
2023-03-01,MUM-Zone-A,7689.51,3419.22,1.79,21.5,45.3,3229.6
2023-03-01,LHR-Core-02,12614.97,5812.06,1.28,21.2,49.7,5298.29
2023-03-02,DXB-Core-01,13429.96,7673.5,1.31,22.1,45.0,5640.58
2023-03-02,DXB-Edge-02,12814.41,3895.02,1.78,23.7,54.8,5382.05
2023-03-02,SIN-Core-01,9655.27,5620.11,1.2,19.6,53.3,4055.21
2023-03-02,FRA-Core-01,14958.74,6795.97,1.24,23.9,48.7,6282.67
2023-03-02,MUM-Zone-A,6441.75,2790.05,1.52,23.5,51.6,2705.54
2023-03-02,LHR-Core-02,13042.62,4184.65,1.2,24.4,50.6,5477.9
2023-03-03,DXB-Core-01,6342.76,3148.12,1.19,20.9,45.4,2663.96
2023-03-03,DXB-Edge-02,10477.43,4757.88,1.66,21.8,49.1,4400.52
2023-03-03,SIN-Core-01,8705.58,3124.31,1.31,23.9,49.0,3656.34
2023-03-03,FRA-Core-01,10228.91,4593.73,1.32,24.3,52.0,4296.14
2023-03-03,MUM-Zone-A,10068.12,3739.21,1.57,21.6,45.6,4228.61
2023-03-03,LHR-Core-02,9960.24,3083.76,1.25,19.4,50.9,4183.3
2023-03-04,DXB-Core-01,10351.24,4244.02,1.22,22.6,53.2,4347.52
2023-03-04,DXB-Edge-02,12899.66,7301.52,1.62,21.9,47.5,5417.86
2023-03-04,SIN-Core-01,11666.05,3635.78,1.27,19.9,46.0,4899.74
2023-03-04,FRA-Core-01,11927.81,4573.84,1.19,23.3,49.9,5009.68
2023-03-04,MUM-Zone-A,9503.06,3752.81,1.83,22.5,54.8,3991.29
2023-03-04,LHR-Core-02,11977.15,4434.13,1.18,20.8,46.5,5030.4
2023-03-05,DXB-Core-01,10029.99,5486.96,1.28,21.0,51.5,4212.59
2023-03-05,DXB-Edge-02,6142.87,2019.52,1.69,24.8,46.7,2580.0
2023-03-05,SIN-Core-01,7608.67,3564.23,1.26,22.7,54.2,3195.64
2023-03-05,FRA-Core-01,12736.15,6565.25,1.24,23.3,53.3,5349.18
2023-03-05,MUM-Zone-A,8882.71,2902.2,1.62,23.3,49.4,3730.74
2023-03-05,LHR-Core-02,13107.58,7618.67,1.2,22.0,49.1,5505.18
2023-03-06,DXB-Core-01,10310.66,4053.25,1.25,19.3,46.1,4330.48
2023-03-06,DXB-Edge-02,14324.43,5119.7,1.69,21.6,47.4,6016.26
2023-03-06,SIN-Core-01,10718.46,4008.01,1.31,22.8,53.1,4501.75
2023-03-06,FRA-Core-01,8564.88,4030.61,1.34,23.7,46.1,3597.25
2023-03-06,MUM-Zone-A,11425.37,4235.69,1.8,23.3,45.7,4798.66
2023-03-06,LHR-Core-02,5429.24,2709.15,1.26,32.8,51.9,2280.28
2023-03-07,DXB-Core-01,7039.13,2919.73,1.23,24.3,49.0,2956.43
2023-03-07,DXB-Edge-02,12218.58,4161.39,1.57,22.7,46.3,5131.8
2023-03-07,SIN-Core-01,7203.66,2369.27,1.32,24.7,51.0,3025.54
2023-03-07,FRA-Core-01,11785.17,4208.33,1.2,19.1,51.6,4949.77
2023-03-07,MUM-Zone-A,7421.8,2833.5,1.8,21.4,48.3,3117.16
2023-03-07,LHR-Core-02,12867.82,7406.74,1.22,24.0,53.4,5404.48
2023-03-08,DXB-Core-01,7566.98,4294.67,1.19,21.7,51.7,3178.13
2023-03-08,DXB-Edge-02,12198.33,4381.86,1.63,23.4,49.8,5123.3
2023-03-08,SIN-Core-01,5175.5,2624.84,1.33,21.8,51.6,2173.71
2023-03-08,FRA-Core-01,7966.37,4773.33,1.22,23.8,47.1,3345.88
2023-03-08,MUM-Zone-A,14180.47,6906.64,1.73,23.4,52.7,5955.8
2023-03-08,LHR-Core-02,5478.41,2686.87,1.23,21.6,48.4,2300.93
2023-03-09,DXB-Core-01,9380.91,3611.32,1.19,24.3,48.0,3939.98
2023-03-09,DXB-Edge-02,8567.63,4571.84,1.56,19.5,52.0,3598.4
2023-03-09,SIN-Core-01,6666.43,2683.81,1.24,24.7,51.9,2799.9
2023-03-09,FRA-Core-01,7965.17,4724.52,1.35,19.9,49.7,3345.37
2023-03-09,MUM-Zone-A,11876.41,3953.05,1.62,20.9,54.7,4988.09
2023-03-09,LHR-Core-02,5156.96,2813.6,1.31,23.9,54.1,2165.92
2023-03-10,DXB-Core-01,10293.76,4955.33,1.3,32.5,45.6,4323.38
2023-03-10,DXB-Edge-02,14384.94,5535.97,1.65,21.1,51.2,6041.68
2023-03-10,SIN-Core-01,7446.47,2835.49,1.2,20.5,51.8,3127.52
2023-03-10,FRA-Core-01,6663.5,3137.21,1.34,24.4,50.1,2798.67
2023-03-10,MUM-Zone-A,7903.11,4517.01,1.59,21.9,49.4,3319.31
2023-03-10,LHR-Core-02,9685.73,5045.31,1.26,20.7,51.9,4068.01
2023-03-11,DXB-Core-01,10849.73,6011.51,1.28,24.8,46.4,4556.89
2023-03-11,DXB-Edge-02,6510.45,3769.98,1.69,19.7,48.5,2734.39
2023-03-11,SIN-Core-01,8006.41,2909.08,1.33,20.3,50.4,3362.69
2023-03-11,FRA-Core-01,7948.88,4558.06,1.35,22.4,51.8,3338.53
2023-03-11,MUM-Zone-A,14989.09,5058.71,1.63,19.5,52.2,6295.42
2023-03-11,LHR-Core-02,6967.84,2147.23,1.25,20.6,46.7,2926.49
2023-03-12,DXB-Core-01,10059.77,5330.48,1.34,19.4,45.2,4225.1
2023-03-12,DXB-Edge-02,13205.44,5784.73,1.82,20.8,46.0,5546.28
2023-03-12,SIN-Core-01,10621.86,5625.37,1.33,24.9,54.8,4461.18
2023-03-12,FRA-Core-01,7168.17,2702.08,1.27,19.6,54.0,3010.63
2023-03-12,MUM-Zone-A,10864.85,4774.37,1.65,20.2,47.4,4563.24
2023-03-12,LHR-Core-02,12827.07,5936.09,1.22,20.3,53.6,5387.37
2023-03-13,DXB-Core-01,11097.27,6362.62,1.31,21.1,48.7,4660.85
2023-03-13,DXB-Edge-02,8616.97,4424.3,1.76,21.2,51.5,3619.13
2023-03-13,SIN-Core-01,6260.55,3173.45,1.21,25.0,47.7,2629.43
2023-03-13,FRA-Core-01,10689.36,4651.56,1.34,22.0,49.4,4489.53
2023-03-13,MUM-Zone-A,11444.43,4541.06,1.71,20.0,51.5,4806.66
2023-03-13,LHR-Core-02,6848.89,3081.2,1.34,22.3,49.3,2876.53
2023-03-14,DXB-Core-01,5460.92,2894.91,1.25,22.8,45.1,2293.59
2023-03-14,DXB-Edge-02,6590.42,2835.92,1.83,22.8,52.0,2767.98
2023-03-14,SIN-Core-01,8067.97,4089.88,1.22,22.5,49.8,3388.55
2023-03-14,FRA-Core-01,5083.97,1622.51,1.3,22.1,52.6,2135.27
2023-03-14,MUM-Zone-A,10729.83,4024.44,1.6,24.5,47.2,4506.53
2023-03-14,LHR-Core-02,6215.25,2257.3,1.18,24.0,50.0,2610.4
2023-03-15,DXB-Core-01,13243.38,4909.74,1.33,23.7,53.5,5562.22
2023-03-15,DXB-Edge-02,11570.22,4082.08,1.64,24.0,51.6,4859.49
2023-03-15,SIN-Core-01,14401.97,7097.05,1.34,19.0,53.3,6048.83
2023-03-15,FRA-Core-01,7195.95,4197.84,1.26,22.5,52.6,3022.3
2023-03-15,MUM-Zone-A,6482.77,2667.6,1.73,23.3,51.8,2722.76
2023-03-15,LHR-Core-02,9292.75,3897.55,1.21,21.8,54.4,3902.96
2023-03-16,DXB-Core-01,14242.14,7515.68,1.28,21.7,46.1,5981.7
2023-03-16,DXB-Edge-02,12780.31,5244.67,1.57,29.9,54.0,5367.73
2023-03-16,SIN-Core-01,13601.15,7116.62,1.28,21.4,54.9,5712.48
2023-03-16,FRA-Core-01,9834.38,3045.0,1.3,23.0,53.9,4130.44
2023-03-16,MUM-Zone-A,14077.64,5225.68,1.62,23.6,50.0,5912.61
2023-03-16,LHR-Core-02,13055.88,7281.46,1.22,23.8,54.0,5483.47
2023-03-17,DXB-Core-01,11780.9,6520.3,1.28,20.3,50.8,4947.98
2023-03-17,DXB-Edge-02,12311.86,3975.57,1.46,22.2,47.9,5170.98
2023-03-17,SIN-Core-01,5147.0,2746.14,1.24,24.8,53.1,2161.74
2023-03-17,FRA-Core-01,8871.97,3014.38,1.21,24.9,53.1,3726.23
2023-03-17,MUM-Zone-A,13160.8,6638.76,1.82,24.9,49.9,5527.53
2023-03-17,LHR-Core-02,5290.27,2733.12,1.31,24.4,45.2,2221.92
2023-03-18,DXB-Core-01,6451.68,2561.29,1.19,22.8,47.3,2709.71
2023-03-18,DXB-Edge-02,11227.72,5762.74,1.63,23.4,53.3,4715.64
2023-03-18,SIN-Core-01,8322.6,4454.16,1.3,23.7,47.0,3495.49
2023-03-18,FRA-Core-01,9048.96,3423.65,1.34,24.9,50.0,3800.57
2023-03-18,MUM-Zone-A,11540.88,5150.5,1.84,22.2,45.8,4847.17
2023-03-18,LHR-Core-02,9609.26,4318.9,1.21,22.5,50.2,4035.89
2023-03-19,DXB-Core-01,11099.82,6096.53,1.22,22.9,48.4,4661.93
2023-03-19,DXB-Edge-02,5779.65,2143.89,1.56,23.5,47.1,2427.45
2023-03-19,SIN-Core-01,12593.06,5890.27,1.23,24.5,46.8,5289.09
2023-03-19,FRA-Core-01,9559.25,4583.4,1.32,20.3,47.2,4014.88
2023-03-19,MUM-Zone-A,9935.4,5326.97,1.79,23.0,46.6,4172.87
2023-03-19,LHR-Core-02,6263.08,2684.66,1.29,22.6,52.1,2630.5
2023-03-20,DXB-Core-01,7858.27,3585.35,1.34,21.9,45.2,3300.47
2023-03-20,DXB-Edge-02,14185.61,7404.44,1.52,21.7,45.6,5957.95
2023-03-20,SIN-Core-01,10806.7,5181.93,1.19,21.6,52.4,4538.81
2023-03-20,FRA-Core-01,11890.86,4326.19,1.21,23.3,53.7,4994.16
2023-03-20,MUM-Zone-A,11767.27,3922.27,1.49,20.2,54.0,4942.26
2023-03-20,LHR-Core-02,6645.25,2307.59,1.2,23.7,53.9,2791.0
2023-03-21,DXB-Core-01,10140.78,3956.47,1.19,22.1,47.0,4259.13
2023-03-21,DXB-Edge-02,13766.8,7384.66,1.54,22.0,48.6,5782.06
2023-03-21,SIN-Core-01,6895.16,3229.89,1.2,21.1,50.2,2895.97
2023-03-21,FRA-Core-01,7342.35,2231.28,1.22,22.2,49.9,3083.79
2023-03-21,MUM-Zone-A,7193.71,2957.16,1.7,20.1,45.5,3021.36
2023-03-21,LHR-Core-02,14466.63,8070.51,1.3,20.9,47.2,6075.99
2023-03-22,DXB-Core-01,7150.13,4191.59,1.21,24.2,47.4,3003.05
2023-03-22,DXB-Edge-02,13368.02,4665.69,1.51,21.2,51.6,5614.57
2023-03-22,SIN-Core-01,10276.52,5536.4,1.3,24.7,52.2,4316.14
2023-03-22,FRA-Core-01,9272.15,3726.31,1.32,23.5,53.5,3894.3
2023-03-22,MUM-Zone-A,9675.6,5105.49,1.46,19.4,47.4,4063.75
2023-03-22,LHR-Core-02,14999.47,8353.29,1.25,22.6,45.6,6299.78
2023-03-23,DXB-Core-01,12445.97,7181.51,1.34,22.5,53.0,5227.31
2023-03-23,DXB-Edge-02,10665.86,5991.61,1.53,22.2,53.0,4479.66
2023-03-23,SIN-Core-01,11508.77,6606.98,1.2,24.8,54.4,4833.68
2023-03-23,FRA-Core-01,6508.0,3491.05,1.24,20.6,48.0,2733.36
2023-03-23,MUM-Zone-A,10432.57,4434.25,1.64,21.7,45.2,4381.68
2023-03-23,LHR-Core-02,8364.29,4199.19,1.28,23.2,50.7,3513.0
2023-03-24,DXB-Core-01,6645.17,2504.2,1.3,19.3,50.8,2790.97
2023-03-24,DXB-Edge-02,11005.92,5174.42,1.5,20.4,49.9,4622.49
2023-03-24,SIN-Core-01,14869.46,5744.13,1.2,19.7,52.0,6245.17
2023-03-24,FRA-Core-01,14801.07,7838.98,1.29,19.6,54.2,6216.45
2023-03-24,MUM-Zone-A,7980.7,3363.65,1.68,22.4,54.8,3351.9
2023-03-24,LHR-Core-02,11706.16,4986.5,1.31,24.4,52.3,4916.59
2023-03-25,DXB-Core-01,12780.95,3971.55,1.31,33.0,51.5,5368.0
2023-03-25,DXB-Edge-02,5079.85,1744.32,1.49,22.7,54.1,2133.54
2023-03-25,SIN-Core-01,13614.55,5768.79,1.33,24.2,49.2,5718.11
2023-03-25,FRA-Core-01,6450.37,2305.07,1.18,24.4,53.3,2709.15
2023-03-25,MUM-Zone-A,7802.65,4083.69,1.74,23.1,52.1,3277.11
2023-03-25,LHR-Core-02,5922.35,2730.41,1.21,22.0,46.7,2487.39
2023-03-26,DXB-Core-01,5865.5,2762.22,1.22,22.8,54.4,2463.51
2023-03-26,DXB-Edge-02,13783.23,4302.88,1.78,21.8,52.8,5788.96
2023-03-26,SIN-Core-01,7102.77,4121.04,1.32,24.1,47.3,2983.16
2023-03-26,FRA-Core-01,10385.01,5196.23,1.21,23.9,53.9,4361.7
2023-03-26,MUM-Zone-A,6390.7,3476.51,1.49,20.6,46.6,2684.09
2023-03-26,LHR-Core-02,13567.38,5194.67,1.32,20.8,53.5,5698.3
2023-03-27,DXB-Core-01,13145.04,6318.13,1.2,21.8,54.6,5520.92
2023-03-27,DXB-Edge-02,7172.23,4056.49,1.75,19.5,53.9,3012.34
2023-03-27,SIN-Core-01,8167.27,3812.32,1.26,19.1,52.9,3430.25
2023-03-27,FRA-Core-01,5153.71,2020.78,1.27,23.7,52.2,2164.56
2023-03-27,MUM-Zone-A,12421.75,6758.32,1.62,21.9,51.2,5217.13
2023-03-27,LHR-Core-02,11118.95,5640.45,1.21,24.3,54.5,4669.96
2023-03-28,DXB-Core-01,5172.19,2785.91,1.32,19.6,49.5,2172.32
2023-03-28,DXB-Edge-02,14940.98,5596.75,1.54,21.1,51.8,6275.21
2023-03-28,SIN-Core-01,10786.49,3492.56,1.25,21.2,51.7,4530.33
2023-03-28,FRA-Core-01,12712.7,5337.24,1.21,23.4,51.6,5339.33
2023-03-28,MUM-Zone-A,9836.87,2985.53,1.58,20.9,54.9,4131.49
2023-03-28,LHR-Core-02,13361.76,5132.15,1.21,20.3,49.6,5611.94
2023-03-29,DXB-Core-01,6489.97,2010.93,1.25,24.5,52.2,2725.79
2023-03-29,DXB-Edge-02,10968.59,4015.84,1.85,20.1,49.8,4606.81
2023-03-29,SIN-Core-01,8762.71,3440.01,1.24,21.5,47.8,3680.34
2023-03-29,FRA-Core-01,14302.28,8134.25,1.21,24.3,50.5,6006.96
2023-03-29,MUM-Zone-A,11883.33,5978.77,1.6,23.1,54.0,4991.0
2023-03-29,LHR-Core-02,9782.92,5633.92,1.19,25.0,46.6,4108.83
2023-03-30,DXB-Core-01,14170.15,6998.91,1.33,20.4,46.8,5951.46
2023-03-30,DXB-Edge-02,7680.4,3981.89,1.51,23.4,45.9,3225.77
2023-03-30,SIN-Core-01,14962.91,6879.23,1.19,22.8,50.2,6284.42
2023-03-30,FRA-Core-01,12354.43,4255.2,1.31,21.7,47.7,5188.86
2023-03-30,MUM-Zone-A,11260.37,5773.3,1.72,24.0,54.4,4729.35
2023-03-30,LHR-Core-02,6170.36,2741.83,1.2,21.4,49.7,2591.55
2023-03-31,DXB-Core-01,5226.69,2874.22,1.32,24.4,49.8,2195.21
2023-03-31,DXB-Edge-02,14166.1,8466.8,1.45,23.2,51.7,5949.76
2023-03-31,SIN-Core-01,5266.18,2317.68,1.21,20.7,54.4,2211.8
2023-03-31,FRA-Core-01,9772.36,3157.41,1.18,23.4,48.6,4104.39
2023-03-31,MUM-Zone-A,10103.5,5650.1,1.52,23.7,49.0,4243.47
2023-03-31,LHR-Core-02,7974.21,2446.44,1.32,21.4,46.8,3349.17
2023-04-01,DXB-Core-01,13574.69,4376.35,1.27,23.1,54.5,5701.37
2023-04-01,DXB-Edge-02,13521.25,5927.39,1.49,21.6,45.3,5678.92
2023-04-01,SIN-Core-01,7268.05,2634.28,1.32,20.0,52.3,3052.58
2023-04-01,FRA-Core-01,8885.32,3249.87,1.27,19.5,48.4,3731.83
2023-04-01,MUM-Zone-A,8780.48,4762.46,1.65,24.6,49.3,3687.8
2023-04-01,LHR-Core-02,11270.33,6004.56,1.2,20.5,48.5,4733.54
2023-04-02,DXB-Core-01,13689.07,6806.62,1.35,24.5,53.2,5749.41
2023-04-02,DXB-Edge-02,7944.1,2544.84,1.61,24.0,49.3,3336.52
2023-04-02,SIN-Core-01,11914.15,3781.38,1.2,22.6,54.0,5003.94
2023-04-02,FRA-Core-01,12180.85,4694.65,1.28,30.0,55.0,5115.96
2023-04-02,MUM-Zone-A,12709.47,5245.07,1.56,23.6,45.9,5337.98
2023-04-02,LHR-Core-02,7596.35,3344.13,1.21,22.7,53.0,3190.47
2023-04-03,DXB-Core-01,13045.79,5510.63,1.32,24.5,48.0,5479.23
2023-04-03,DXB-Edge-02,6887.48,3131.94,1.75,22.1,49.2,2892.74
2023-04-03,SIN-Core-01,5444.76,1855.47,1.19,32.7,48.0,2286.8
2023-04-03,FRA-Core-01,12514.63,7445.02,1.24,24.5,48.9,5256.15
2023-04-03,MUM-Zone-A,10189.74,4473.31,1.52,20.6,53.3,4279.69
2023-04-03,LHR-Core-02,10555.23,5277.03,1.22,19.7,45.4,4433.2
2023-04-04,DXB-Core-01,8245.31,2904.85,1.19,21.7,48.5,3463.03
2023-04-04,DXB-Edge-02,10334.46,4729.6,1.71,19.5,50.9,4340.47
2023-04-04,SIN-Core-01,13898.39,7482.03,1.2,19.0,54.0,5837.33
2023-04-04,FRA-Core-01,9143.47,5193.2,1.23,30.2,47.4,3840.26
2023-04-04,MUM-Zone-A,13964.43,4541.4,1.63,19.6,47.2,5865.06
2023-04-04,LHR-Core-02,8424.92,3755.79,1.33,19.9,49.9,3538.46
2023-04-05,DXB-Core-01,9182.48,3888.74,1.24,19.7,52.2,3856.64
2023-04-05,DXB-Edge-02,14598.95,8565.37,1.72,23.6,51.3,6131.56
2023-04-05,SIN-Core-01,7794.58,2505.69,1.19,20.0,54.2,3273.73
2023-04-05,FRA-Core-01,5051.96,2347.64,1.27,21.0,48.1,2121.82
2023-04-05,MUM-Zone-A,11464.94,3723.97,1.45,20.6,48.8,4815.28
2023-04-05,LHR-Core-02,8767.57,2670.08,1.22,22.5,47.4,3682.38
2023-04-06,DXB-Core-01,8712.61,5217.48,1.29,19.4,46.9,3659.3
2023-04-06,DXB-Edge-02,11293.57,4598.01,1.46,19.9,51.8,4743.3
2023-04-06,SIN-Core-01,10816.74,5367.24,1.26,24.0,50.0,4543.03
2023-04-06,FRA-Core-01,9918.31,3508.46,1.23,24.7,46.9,4165.69
2023-04-06,MUM-Zone-A,5506.16,3062.32,1.84,20.1,48.4,2312.59
2023-04-06,LHR-Core-02,11402.9,6468.74,1.22,21.5,52.1,4789.22
2023-04-07,DXB-Core-01,9039.27,3045.33,1.3,20.7,47.7,3796.49
2023-04-07,DXB-Edge-02,6574.91,2440.64,1.82,19.4,46.8,2761.46
2023-04-07,SIN-Core-01,7479.87,4356.91,1.31,21.6,48.4,3141.55
2023-04-07,FRA-Core-01,9725.51,4667.04,1.21,23.7,45.3,4084.71
2023-04-07,MUM-Zone-A,9930.72,5186.28,1.64,20.3,45.8,4170.9
2023-04-07,LHR-Core-02,12267.17,7255.09,1.23,24.5,45.4,5152.21
2023-04-08,DXB-Core-01,10418.67,3250.54,1.2,19.3,50.6,4375.84
2023-04-08,DXB-Edge-02,8959.43,3562.79,1.78,25.0,50.6,3762.96
2023-04-08,SIN-Core-01,13513.31,7980.69,1.24,20.5,51.5,5675.59
2023-04-08,FRA-Core-01,10763.01,5287.99,1.27,22.1,53.0,4520.46
2023-04-08,MUM-Zone-A,8047.22,3305.26,1.81,21.7,48.6,3379.83
2023-04-08,LHR-Core-02,6481.96,3766.9,1.19,23.1,53.7,2722.43
2023-04-09,DXB-Core-01,5276.3,2241.58,1.19,21.3,49.0,2216.05
2023-04-09,DXB-Edge-02,13054.24,5455.65,1.51,24.1,49.3,5482.78
2023-04-09,SIN-Core-01,14018.75,6404.63,1.23,19.4,49.4,5887.87
2023-04-09,FRA-Core-01,6981.87,3011.88,1.34,20.5,50.8,2932.39
2023-04-09,MUM-Zone-A,13141.88,6630.56,1.83,19.4,53.5,5519.59
2023-04-09,LHR-Core-02,9221.46,3726.47,1.23,21.2,46.4,3873.01
2023-04-10,DXB-Core-01,13226.75,7469.97,1.18,21.9,45.3,5555.23
2023-04-10,DXB-Edge-02,7534.23,4005.58,1.84,22.7,52.5,3164.38
2023-04-10,SIN-Core-01,11844.52,4472.84,1.24,21.4,55.0,4974.7
2023-04-10,FRA-Core-01,6309.74,3544.71,1.27,24.8,45.4,2650.09
2023-04-10,MUM-Zone-A,11763.4,6196.1,1.62,21.8,50.5,4940.63
2023-04-10,LHR-Core-02,11590.41,5952.52,1.21,23.5,52.0,4867.97
2023-04-11,DXB-Core-01,9388.09,4984.15,1.28,21.9,49.3,3943.0
2023-04-11,DXB-Edge-02,10707.59,3649.0,1.46,24.3,47.6,4497.19
2023-04-11,SIN-Core-01,6361.42,2916.32,1.26,21.5,48.7,2671.8
2023-04-11,FRA-Core-01,12828.16,6097.12,1.3,21.4,50.8,5387.83
2023-04-11,MUM-Zone-A,12520.0,5644.34,1.63,24.9,49.7,5258.4
2023-04-11,LHR-Core-02,10784.61,6323.79,1.29,23.8,51.1,4529.53
2023-04-12,DXB-Core-01,12776.24,6587.04,1.25,22.1,45.5,5366.02
2023-04-12,DXB-Edge-02,8408.89,4196.54,1.73,23.0,54.8,3531.74
2023-04-12,SIN-Core-01,14118.87,7239.45,1.28,24.2,50.3,5929.93
2023-04-12,FRA-Core-01,12513.63,4349.66,1.33,23.1,49.1,5255.73
2023-04-12,MUM-Zone-A,14535.29,4437.36,1.83,21.1,49.0,6104.82
2023-04-12,LHR-Core-02,14990.85,8742.99,1.2,24.9,46.2,6296.16
2023-04-13,DXB-Core-01,6574.7,2011.69,1.27,22.7,48.7,2761.37
2023-04-13,DXB-Edge-02,11710.05,4223.0,1.83,21.3,46.3,4918.22
2023-04-13,SIN-Core-01,14336.96,4629.72,1.3,21.3,51.7,6021.52
2023-04-13,FRA-Core-01,7793.7,3119.44,1.27,21.2,47.6,3273.35
2023-04-13,MUM-Zone-A,6398.55,3437.62,1.76,21.4,45.1,2687.39
2023-04-13,LHR-Core-02,14792.29,5455.51,1.19,20.6,52.0,6212.76
2023-04-14,DXB-Core-01,12161.45,5719.57,1.27,24.1,53.4,5107.81
2023-04-14,DXB-Edge-02,6673.86,2119.35,1.56,24.2,50.3,2803.02
2023-04-14,SIN-Core-01,5691.65,3353.55,1.19,23.4,45.4,2390.49
2023-04-14,FRA-Core-01,11796.78,3973.87,1.31,19.9,45.6,4954.65
2023-04-14,MUM-Zone-A,10226.01,5467.35,1.82,20.8,48.5,4294.92
2023-04-14,LHR-Core-02,9914.23,4090.23,1.24,24.5,48.3,4163.97
2023-04-15,DXB-Core-01,6399.0,3442.42,1.21,23.9,52.0,2687.58
2023-04-15,DXB-Edge-02,6314.67,3336.06,1.81,23.7,49.5,2652.16
2023-04-15,SIN-Core-01,13533.83,7874.51,1.2,23.8,52.6,5684.21
2023-04-15,FRA-Core-01,14141.33,5775.71,1.22,24.9,52.5,5939.36
2023-04-15,MUM-Zone-A,12451.18,6550.72,1.54,23.2,49.1,5229.5
2023-04-15,LHR-Core-02,5363.0,3183.21,1.31,23.8,54.6,2252.46
2023-04-16,DXB-Core-01,8219.49,4532.54,1.22,21.8,46.8,3452.19
2023-04-16,DXB-Edge-02,10927.49,3952.97,1.74,23.3,51.4,4589.55
2023-04-16,SIN-Core-01,12058.37,4764.01,1.19,20.6,50.4,5064.51
2023-04-16,FRA-Core-01,7221.01,2912.95,1.19,22.2,46.3,3032.82
2023-04-16,MUM-Zone-A,9490.09,5562.34,1.46,22.6,47.0,3985.84
2023-04-16,LHR-Core-02,12370.29,7259.04,1.31,20.0,50.4,5195.52
2023-04-17,DXB-Core-01,6825.29,2824.1,1.18,20.8,47.9,2866.62
2023-04-17,DXB-Edge-02,13150.79,6165.21,1.47,23.6,51.4,5523.33
2023-04-17,SIN-Core-01,11635.87,6536.52,1.35,22.3,52.1,4887.07
2023-04-17,FRA-Core-01,8354.12,3644.05,1.27,19.4,47.2,3508.73
